1,Stanowisko 1,27
2,Stanowisko 2,39
3,Stanowisko 3,22
4,Stanowisko 4,7
5,Stanowisko 5,29
6,Stanowisko 6,39
7,Stanowisko 7,46
8,Stanowisko 8,7
9,Stanowisko 9,35
10,Stanowisko 10,6
11,Stanowisko 11,18
12,Stanowisko 12,37
13,Stanowisko 13,35
14,Stanowisko 14,46
15,Stanowisko 15,43
16,Stanowisko 16,18
17,Stanowisko 17,21
18,Stanowisko 18,50
19,Stanowisko 19,15
20,Stanowisko 20,14
21,Stanowisko 21,14
22,Stanowisko 22,25
23,Stanowisko 23,50
24,Stanowisko 24,40
25,Stanowisko 25,20
26,Stanowisko 26,45
27,Stanowisko 27,18
28,Stanowisko 28,44
29,Stanowisko 29,31
30,Stanowisko 30,36
31,Stanowisko 31,32
32,Stanowisko 32,7
33,Stanowisko 33,19
34,Stanowisko 34,13
35,Stanowisko 35,36
36,Stanowisko 36,17
37,Stanowisko 37,49
38,Stanowisko 38,14
39,Stanowisko 39,19
40,Stanowisko 40,39
41,Stanowisko 41,35
42,Stanowisko 42,11
43,Stanowisko 43,20
44,Stanowisko 44,20
45,Stanowisko 45,30
46,Stanowisko 46,44
47,Stanowisko 47,14
48,Stanowisko 48,15
49,Stanowisko 49,7
50,Stanowisko 50,33
51,Stanowisko 51,14
52,Stanowisko 52,12
53,Stanowisko 53,27
54,Stanowisko 54,16
55,Stanowisko 55,27
56,Stanowisko 56,23
57,Stanowisko 57,36
58,Stanowisko 58,15
59,Stanowisko 59,21
60,Stanowisko 60,38
61,Stanowisko 61,5
62,Stanowisko 62,29
63,Stanowisko 63,25
64,Stanowisko 64,44
65,Stanowisko 65,48
66,Stanowisko 66,42
67,Stanowisko 67,47
68,Stanowisko 68,35
69,Stanowisko 69,10
70,Stanowisko 70,18
71,Stanowisko 71,25
72,Stanowisko 72,43
73,Stanowisko 73,7
74,Stanowisko 74,33
75,Stanowisko 75,34
76,Stanowisko 76,35
77,Stanowisko 77,36
78,Stanowisko 78,25
79,Stanowisko 79,47
80,Stanowisko 80,44
81,Stanowisko 81,12
82,Stanowisko 82,22
83,Stanowisko 83,16
84,Stanowisko 84,34
85,Stanowisko 85,49
86,Stanowisko 86,42
87,Stanowisko 87,14
88,Stanowisko 88,34
89,Stanowisko 89,19
90,Stanowisko 90,36
91,Stanowisko 91,39
92,Stanowisko 92,13
93,Stanowisko 93,28
94,Stanowisko 94,29
95,Stanowisko 95,47
96,Stanowisko 96,46
97,Stanowisko 97,14
98,Stanowisko 98,48
99,Stanowisko 99,32
100,Stanowisko 100,31
