1,831,Rachunek,Przelew,2021-05-05
2,55,Paragon,Przelew,2021-08-31
3,12,Faktura,Gotówka,2020-01-03
4,924,Paragon,Karta,2020-02-29
5,458,Faktura,Przelew,2020-07-14
6,474,Paragon,Karta,2018-09-25
7,365,Faktura,Karta,2021-02-06
8,428,Rachunek,Gotówka,2022-06-11
9,620,Rachunek,Karta,2023-07-09
10,792,Paragon,Gotówka,2021-03-01
11,773,Faktura,Przelew,2021-07-03
12,493,Paragon,Przelew,2019-01-23
13,942,Rachunek,Przelew,2021-12-01
14,766,Faktura,Karta,2023-06-23
15,319,Rachunek,Przelew,2019-01-15
16,655,Rachunek,Przelew,2019-12-24
17,692,Paragon,Gotówka,2018-11-17
18,526,Paragon,Przelew,2019-04-20
19,695,Faktura,Gotówka,2021-08-28
20,179,Rachunek,Przelew,2021-07-30
21,317,Rachunek,Karta,2023-10-26
22,3,Paragon,Przelew,2023-05-06
23,560,Faktura,Gotówka,2018-08-28
24,610,Rachunek,Karta,2019-03-31
25,309,Rachunek,Gotówka,2019-07-09
26,375,Paragon,Przelew,2019-07-11
27,911,Faktura,Gotówka,2018-04-12
28,957,Faktura,Przelew,2022-05-29
29,469,Paragon,Karta,2020-12-15
30,832,Rachunek,Karta,2018-01-07
31,936,Faktura,Gotówka,2020-01-07
32,668,Rachunek,Karta,2021-03-26
33,192,Rachunek,Przelew,2018-03-27
34,756,Rachunek,Gotówka,2020-02-25
35,879,Paragon,Przelew,2020-02-14
36,618,Faktura,Gotówka,2019-08-05
37,925,Faktura,Karta,2022-10-23
38,531,Rachunek,Karta,2023-09-27
39,942,Paragon,Karta,2022-07-11
40,661,Faktura,Przelew,2018-10-26
41,417,Faktura,Karta,2019-07-01
42,443,Faktura,Karta,2022-12-03
43,651,Paragon,Gotówka,2019-04-02
44,512,Rachunek,Gotówka,2018-01-23
45,828,Rachunek,Przelew,2021-07-28
46,75,Rachunek,Gotówka,2023-07-07
47,249,Rachunek,Karta,2022-09-19
48,171,Rachunek,Gotówka,2020-07-29
49,866,Faktura,Gotówka,2021-08-11
50,11,Rachunek,Przelew,2021-12-09
51,180,Rachunek,Gotówka,2022-06-27
52,615,Paragon,Karta,2018-09-21
53,466,Rachunek,Karta,2019-04-08
54,344,Paragon,Gotówka,2022-07-01
55,679,Rachunek,Karta,2019-12-01
56,581,Faktura,Gotówka,2019-06-21
57,48,Faktura,Przelew,2023-06-12
58,43,Rachunek,Karta,2023-02-18
59,752,Faktura,Karta,2020-11-14
60,430,Rachunek,Karta,2019-01-12
61,316,Rachunek,Gotówka,2023-06-14
62,489,Faktura,Przelew,2019-08-28
63,113,Rachunek,Karta,2022-10-25
64,907,Faktura,Karta,2020-02-20
65,83,Paragon,Przelew,2019-04-11
66,962,Paragon,Karta,2020-04-26
67,663,Rachunek,Przelew,2022-05-26
68,732,Rachunek,Karta,2023-10-01
69,651,Rachunek,Przelew,2022-08-22
70,604,Rachunek,Karta,2018-01-23
71,621,Rachunek,Karta,2022-11-24
72,930,Rachunek,Karta,2022-09-25
73,833,Paragon,Gotówka,2021-05-09
74,935,Faktura,Przelew,2023-05-28
75,119,Rachunek,Przelew,2023-12-21
76,936,Rachunek,Przelew,2019-01-22
77,133,Faktura,Przelew,2019-12-15
78,400,Paragon,Przelew,2019-12-07
79,369,Rachunek,Karta,2018-04-21
80,179,Rachunek,Gotówka,2018-11-29
81,810,Paragon,Karta,2018-07-13
82,617,Paragon,Karta,2018-10-01
83,376,Paragon,Przelew,2023-11-25
84,928,Paragon,Gotówka,2023-07-05
85,561,Paragon,Przelew,2022-01-17
86,109,Rachunek,Przelew,2019-01-31
87,61,Rachunek,Przelew,2023-08-14
88,989,Paragon,Karta,2020-10-29
89,309,Paragon,Przelew,2022-07-23
90,983,Rachunek,Karta,2023-09-05
91,176,Paragon,Karta,2022-04-13
92,812,Paragon,Przelew,2021-10-27
93,238,Rachunek,Gotówka,2019-07-17
94,850,Paragon,Karta,2021-03-05
95,304,Paragon,Przelew,2018-02-23
96,781,Paragon,Gotówka,2020-10-06
97,848,Rachunek,Karta,2019-02-06
98,464,Paragon,Przelew,2018-10-13
99,582,Rachunek,Karta,2020-03-23
100,811,Rachunek,Gotówka,2023-08-15
101,107,Rachunek,Karta,2021-04-09
102,837,Faktura,Przelew,2023-05-20
103,50,Faktura,Przelew,2020-09-08
104,596,Paragon,Karta,2020-05-03
105,539,Paragon,Gotówka,2022-05-04
106,459,Rachunek,Gotówka,2021-07-11
107,257,Paragon,Przelew,2022-02-02
108,867,Rachunek,Przelew,2018-06-10
109,727,Rachunek,Gotówka,2021-11-08
110,981,Paragon,Gotówka,2019-10-17
111,192,Paragon,Gotówka,2018-09-03
112,832,Rachunek,Gotówka,2019-07-08
113,60,Paragon,Gotówka,2022-01-18
114,95,Faktura,Karta,2018-09-13
115,226,Rachunek,Karta,2022-09-12
116,853,Faktura,Karta,2023-02-22
117,802,Paragon,Karta,2021-12-24
118,867,Paragon,Przelew,2022-08-15
119,545,Rachunek,Gotówka,2020-03-08
120,848,Paragon,Przelew,2022-06-27
121,955,Rachunek,Gotówka,2023-10-24
122,43,Rachunek,Przelew,2021-05-11
123,685,Faktura,Gotówka,2022-11-19
124,934,Faktura,Gotówka,2023-02-06
125,993,Paragon,Gotówka,2020-05-16
126,347,Rachunek,Gotówka,2020-03-02
127,214,Paragon,Gotówka,2023-04-20
128,940,Rachunek,Przelew,2020-02-07
129,679,Faktura,Karta,2021-07-15
130,510,Faktura,Gotówka,2019-09-12
131,3,Rachunek,Karta,2018-02-02
132,246,Rachunek,Przelew,2021-07-01
133,221,Paragon,Przelew,2022-02-27
134,222,Paragon,Karta,2022-02-06
135,493,Faktura,Gotówka,2023-06-01
136,634,Paragon,Karta,2021-10-02
137,591,Faktura,Przelew,2018-03-09
138,55,Faktura,Gotówka,2022-04-28
139,994,Faktura,Przelew,2018-10-24
140,331,Rachunek,Przelew,2020-07-22
141,564,Paragon,Przelew,2018-09-08
142,139,Paragon,Gotówka,2023-11-13
143,308,Paragon,Przelew,2022-12-26
144,969,Paragon,Gotówka,2019-03-24
145,1,Rachunek,Gotówka,2021-09-03
146,349,Rachunek,Przelew,2022-02-18
147,522,Faktura,Gotówka,2018-06-26
148,742,Paragon,Gotówka,2023-04-02
149,5,Rachunek,Gotówka,2023-01-19
150,32,Rachunek,Karta,2020-03-11
151,820,Paragon,Karta,2021-05-29
152,328,Paragon,Gotówka,2018-12-01
153,5,Rachunek,Przelew,2019-08-12
154,455,Rachunek,Przelew,2019-05-24
155,169,Paragon,Przelew,2020-04-28
156,476,Paragon,Karta,2021-07-23
157,263,Paragon,Przelew,2019-10-20
158,493,Paragon,Gotówka,2022-03-04
159,626,Paragon,Gotówka,2023-04-24
160,343,Faktura,Przelew,2023-03-27
161,153,Paragon,Gotówka,2023-06-22
162,660,Faktura,Gotówka,2023-12-03
163,142,Rachunek,Przelew,2018-08-10
164,349,Paragon,Przelew,2023-10-22
165,698,Faktura,Karta,2019-02-08
166,136,Rachunek,Gotówka,2019-02-16
167,134,Paragon,Gotówka,2021-08-28
168,100,Rachunek,Gotówka,2021-06-12
169,893,Faktura,Karta,2022-08-30
170,147,Faktura,Karta,2022-10-17
171,177,Faktura,Gotówka,2022-05-29
172,736,Paragon,Przelew,2018-04-13
173,515,Rachunek,Przelew,2018-01-30
174,113,Faktura,Gotówka,2022-01-20
175,999,Paragon,Gotówka,2018-05-08
176,742,Faktura,Przelew,2022-08-28
177,400,Rachunek,Przelew,2021-11-26
178,131,Rachunek,Gotówka,2022-03-01
179,672,Rachunek,Przelew,2019-09-29
180,99,Rachunek,Przelew,2019-04-12
181,139,Rachunek,Przelew,2018-05-06
182,710,Rachunek,Karta,2018-09-02
183,492,Faktura,Karta,2023-09-17
184,909,Faktura,Przelew,2023-11-12
185,784,Rachunek,Przelew,2018-04-03
186,603,Faktura,Gotówka,2022-09-23
187,899,Faktura,Gotówka,2023-08-18
188,270,Rachunek,Karta,2021-12-12
189,343,Faktura,Gotówka,2023-09-22
190,183,Paragon,Karta,2018-03-11
191,476,Faktura,Gotówka,2021-10-23
192,638,Faktura,Karta,2023-11-24
193,765,Paragon,Gotówka,2023-04-01
194,626,Paragon,Gotówka,2022-03-12
195,368,Paragon,Karta,2023-12-16
196,48,Paragon,Przelew,2021-09-29
197,464,Faktura,Gotówka,2018-09-29
198,338,Faktura,Przelew,2019-12-10
199,470,Rachunek,Karta,2020-01-06
200,738,Paragon,Gotówka,2018-03-14
201,270,Paragon,Gotówka,2020-03-28
202,776,Paragon,Przelew,2018-04-23
203,734,Faktura,Gotówka,2021-01-03
204,800,Rachunek,Karta,2018-05-19
205,300,Paragon,Przelew,2020-11-14
206,759,Rachunek,Gotówka,2022-07-15
207,857,Faktura,Gotówka,2023-12-08
208,992,Faktura,Gotówka,2023-05-20
209,409,Paragon,Przelew,2020-12-03
210,114,Rachunek,Gotówka,2022-04-30
211,237,Faktura,Karta,2020-06-26
212,509,Paragon,Karta,2023-03-15
213,483,Rachunek,Gotówka,2022-07-05
214,548,Rachunek,Przelew,2020-01-14
215,555,Paragon,Przelew,2022-03-20
216,293,Paragon,Karta,2023-12-18
217,310,Paragon,Karta,2020-06-24
218,720,Faktura,Karta,2022-01-28
219,763,Faktura,Gotówka,2020-10-17
220,533,Faktura,Przelew,2018-10-16
221,610,Faktura,Karta,2020-11-29
222,1,Paragon,Gotówka,2021-11-08
223,853,Paragon,Przelew,2020-07-21
224,554,Rachunek,Karta,2018-04-05
225,323,Paragon,Gotówka,2022-11-30
226,737,Faktura,Przelew,2019-06-18
227,431,Paragon,Gotówka,2019-07-03
228,352,Rachunek,Gotówka,2023-05-23
229,761,Rachunek,Karta,2020-02-23
230,205,Faktura,Przelew,2020-01-21
231,684,Faktura,Karta,2019-05-19
232,605,Rachunek,Karta,2023-08-02
233,160,Faktura,Gotówka,2022-04-06
234,900,Paragon,Karta,2019-06-13
235,281,Faktura,Karta,2021-12-14
236,933,Faktura,Karta,2022-03-28
237,24,Faktura,Gotówka,2021-08-03
238,13,Paragon,Przelew,2018-02-22
239,160,Rachunek,Gotówka,2018-06-10
240,869,Rachunek,Gotówka,2019-06-11
241,564,Faktura,Karta,2023-07-22
242,281,Paragon,Przelew,2019-01-26
243,855,Faktura,Gotówka,2022-10-09
244,938,Rachunek,Karta,2022-06-20
245,237,Rachunek,Karta,2022-11-19
246,883,Rachunek,Przelew,2020-12-30
247,312,Rachunek,Gotówka,2018-11-09
248,730,Paragon,Przelew,2020-09-20
249,446,Faktura,Karta,2021-10-28
250,653,Faktura,Przelew,2018-09-15
251,33,Rachunek,Przelew,2019-10-05
252,560,Faktura,Karta,2021-12-01
253,895,Paragon,Przelew,2023-02-02
254,308,Faktura,Karta,2021-07-27
255,923,Paragon,Karta,2020-10-08
256,970,Paragon,Gotówka,2019-05-21
257,788,Rachunek,Przelew,2019-01-19
258,936,Faktura,Karta,2023-02-15
259,397,Paragon,Gotówka,2020-11-01
260,188,Paragon,Karta,2023-08-20
261,213,Faktura,Gotówka,2019-05-31
262,495,Faktura,Gotówka,2020-02-08
263,40,Rachunek,Karta,2021-02-17
264,444,Paragon,Przelew,2021-09-16
265,853,Paragon,Przelew,2021-08-19
266,25,Paragon,Przelew,2021-05-02
267,979,Faktura,Karta,2022-02-17
268,158,Faktura,Karta,2019-04-12
269,406,Rachunek,Gotówka,2023-10-01
270,500,Faktura,Gotówka,2021-08-18
271,270,Rachunek,Karta,2019-06-09
272,447,Rachunek,Gotówka,2018-11-30
273,250,Paragon,Gotówka,2019-05-01
274,536,Paragon,Gotówka,2020-11-26
275,857,Faktura,Przelew,2021-08-17
276,508,Paragon,Przelew,2023-06-16
277,753,Rachunek,Gotówka,2023-01-06
278,897,Rachunek,Gotówka,2021-04-13
279,988,Faktura,Przelew,2023-10-30
280,619,Faktura,Przelew,2023-03-05
281,672,Faktura,Przelew,2022-01-12
282,402,Rachunek,Przelew,2020-10-05
283,830,Rachunek,Przelew,2018-12-07
284,799,Faktura,Gotówka,2021-05-04
285,574,Faktura,Karta,2018-12-11
286,150,Rachunek,Przelew,2023-08-22
287,8,Faktura,Karta,2021-11-22
288,382,Paragon,Przelew,2019-03-16
289,502,Faktura,Gotówka,2020-01-15
290,319,Faktura,Przelew,2020-01-14
291,785,Paragon,Gotówka,2021-02-24
292,868,Paragon,Przelew,2020-08-17
293,826,Faktura,Przelew,2018-11-21
294,818,Paragon,Karta,2022-08-07
295,955,Paragon,Gotówka,2018-06-23
296,79,Rachunek,Gotówka,2020-06-17
297,21,Rachunek,Przelew,2020-09-10
298,111,Rachunek,Karta,2022-04-20
299,443,Rachunek,Karta,2020-05-14
300,579,Faktura,Gotówka,2019-06-20
301,782,Rachunek,Karta,2020-11-21
302,691,Faktura,Gotówka,2021-07-29
303,930,Faktura,Przelew,2022-04-18
304,646,Faktura,Karta,2021-01-30
305,234,Paragon,Karta,2018-03-23
306,399,Faktura,Przelew,2020-01-17
307,416,Faktura,Gotówka,2019-08-09
308,955,Rachunek,Karta,2018-06-11
309,696,Paragon,Przelew,2019-06-01
310,160,Faktura,Gotówka,2019-08-10
311,189,Paragon,Przelew,2018-10-22
312,976,Faktura,Gotówka,2018-04-03
313,852,Paragon,Gotówka,2022-05-22
314,583,Rachunek,Przelew,2018-03-06
315,425,Rachunek,Karta,2022-01-04
316,82,Rachunek,Przelew,2018-07-27
317,711,Paragon,Karta,2021-04-20
318,193,Faktura,Gotówka,2019-01-25
319,276,Paragon,Gotówka,2020-10-20
320,902,Rachunek,Karta,2020-04-12
321,427,Paragon,Karta,2019-12-21
322,831,Faktura,Przelew,2020-01-10
323,196,Paragon,Przelew,2019-07-11
324,784,Faktura,Przelew,2020-05-01
325,226,Faktura,Przelew,2019-10-03
326,701,Rachunek,Przelew,2023-02-06
327,692,Paragon,Gotówka,2022-04-14
328,487,Rachunek,Karta,2022-04-18
329,718,Paragon,Gotówka,2020-05-01
330,428,Paragon,Karta,2021-03-17
331,833,Rachunek,Przelew,2020-03-26
332,220,Rachunek,Karta,2021-09-28
333,640,Faktura,Gotówka,2023-11-02
334,674,Faktura,Gotówka,2020-06-29
335,269,Paragon,Karta,2023-05-05
336,536,Rachunek,Gotówka,2023-06-07
337,668,Faktura,Przelew,2021-08-10
338,775,Paragon,Przelew,2021-11-29
339,790,Paragon,Przelew,2021-10-24
340,861,Paragon,Karta,2023-03-29
341,649,Paragon,Przelew,2019-12-24
