1,1,82,308,444,52
2,951,3,11,243,1
3,162,95,388,363,85
4,932,32,150,168,100
5,39,83,285,478,42
6,441,66,188,47,60
7,570,8,482,184,63
8,23,32,48,281,76
9,612,9,337,444,36
10,65,81,295,248,38
11,670,24,356,158,14
12,103,84,357,416,3
13,968,99,157,380,37
14,140,97,419,104,22
15,297,11,331,274,72
16,971,45,44,140,59
17,140,36,12,264,84
18,717,59,194,423,35
19,537,45,221,222,91
20,319,20,474,375,89
21,347,27,475,344,94
22,335,73,242,479,15
23,378,60,184,168,94
24,656,30,467,217,55
25,393,41,29,83,84
26,774,69,435,298,66
27,922,69,443,494,36
28,663,13,232,398,35
29,1000,47,61,151,92
30,999,96,321,256,78
31,277,26,58,262,36
32,753,38,312,320,56
33,409,33,422,63,55
34,96,45,164,404,80
35,833,74,429,318,56
36,901,8,280,338,84
37,127,54,135,58,7
38,722,42,489,106,84
39,956,33,160,130,91
40,927,79,294,29,60
41,306,36,208,313,84
42,326,90,223,42,85
43,492,1,352,350,39
44,676,99,143,387,64
45,442,79,96,200,30
46,350,81,3,176,55
47,287,30,166,150,35
48,574,94,132,473,43
49,473,100,256,408,94
50,989,69,192,407,77
51,252,94,277,496,48
52,947,36,408,105,77
53,934,71,119,356,80
54,553,86,207,254,32
55,408,79,449,168,91
56,569,62,156,213,12
57,542,43,127,18,8
58,775,4,281,352,43
59,541,93,57,250,54
60,748,62,244,442,90
61,365,16,203,196,1
62,47,66,54,288,40
63,560,2,204,121,77
64,658,1,79,388,76
65,462,18,402,347,18
66,993,90,101,401,22
67,209,8,432,158,66
68,517,81,11,37,22
69,383,12,280,119,73
70,591,43,496,435,54
71,240,78,212,91,66
72,795,65,35,408,15
73,736,50,143,416,34
74,653,18,18,434,14
75,501,22,411,472,56
76,819,46,34,131,40
77,116,31,256,424,77
78,774,12,395,378,4
79,392,46,353,154,15
80,872,1,237,229,84
81,688,31,250,429,88
82,808,79,44,200,21
83,59,33,261,79,92
84,322,57,339,281,13
85,876,41,423,193,20
86,594,4,102,266,45
87,756,52,291,131,95
88,170,41,244,449,9
89,823,72,277,88,18
90,293,49,147,153,91
91,14,17,83,185,44
92,950,10,127,239,26
93,943,82,315,301,86
94,904,4,331,223,14
95,10,83,254,48,0
96,517,49,308,97,65
97,585,65,53,76,17
98,24,50,144,127,13
99,25,47,492,286,49
100,357,77,252,56,95
101,766,76,45,454,48
102,24,8,358,209,96
103,85,6,70,425,4
104,163,7,103,115,58
105,374,57,115,298,93
106,700,22,129,129,52
107,489,67,118,197,48
108,730,90,336,487,55
109,328,37,458,87,16
110,603,34,155,223,30
111,965,59,408,358,23
112,431,16,463,54,87
113,266,36,23,131,80
114,294,52,320,240,88
115,766,95,475,336,97
116,924,9,96,219,12
117,149,30,90,167,36
118,596,70,324,360,82
119,117,13,307,495,22
120,787,39,30,73,5
121,452,33,60,243,95
122,872,63,153,68,79
123,894,78,460,475,27
124,989,31,350,469,37
125,311,13,213,136,69
126,380,43,236,197,57
127,396,90,4,114,9
128,843,38,221,324,52
129,155,65,394,76,66
130,582,70,385,32,38
131,466,69,345,224,7
132,268,47,448,165,34
133,35,20,317,90,92
134,156,85,109,12,41
135,756,86,458,457,92
136,152,68,106,17,25
137,716,91,275,426,72
138,668,28,79,354,81
139,463,37,195,9,0
140,811,13,250,208,68
141,589,23,49,34,60
142,727,5,428,204,81
143,190,10,175,298,80
144,709,97,226,88,47
145,13,54,87,205,79
146,879,81,366,224,87
147,166,95,89,173,97
148,434,35,363,149,43
149,137,14,157,23,46
150,925,45,48,322,67
151,324,97,81,200,85
152,869,73,431,296,11
153,974,26,236,398,51
154,367,35,421,452,34
155,181,70,232,375,83
156,250,87,381,27,82
157,379,89,312,148,49
158,441,1,278,449,43
159,549,46,6,285,45
160,35,65,427,312,45
161,106,3,198,369,54
162,139,26,150,361,11
163,164,33,367,266,48
164,66,99,129,352,61
165,432,18,49,23,42
166,516,11,408,300,49
167,117,20,356,403,39
168,537,47,231,475,29
169,818,17,28,48,4
170,69,24,324,396,72
171,416,83,276,168,88
172,270,61,171,102,52
173,282,91,14,307,45
174,496,4,13,379,75
175,82,5,486,365,33
176,514,11,21,376,97
177,762,18,169,195,16
178,306,93,494,409,9
179,267,69,417,274,1
180,802,39,92,280,14
181,864,77,28,312,26
182,110,5,374,46,89
183,504,76,489,276,89
184,983,29,407,199,58
185,419,43,48,242,53
186,715,21,277,455,45
187,786,8,119,222,51
188,692,36,311,294,90
189,540,69,397,246,80
190,289,46,280,201,45
191,670,12,140,451,72
192,78,28,6,370,23
193,167,27,113,290,21
194,711,61,237,347,24
195,966,20,342,254,12
196,840,96,291,322,48
197,300,63,60,290,84
198,632,70,28,205,11
199,559,82,269,210,92
200,678,22,211,20,1
201,688,58,457,336,16
202,727,97,93,497,71
203,20,13,436,50,45
204,977,33,193,84,94
205,201,87,133,421,54
206,887,85,294,22,23
207,26,59,161,488,21
208,540,29,354,258,24
209,66,56,178,497,83
210,864,81,250,37,83
211,756,78,213,405,8
212,487,81,91,311,35
213,763,50,438,250,39
214,71,5,23,134,88
215,386,27,164,18,67
216,50,36,230,461,92
217,844,8,188,125,1
218,861,40,317,16,54
219,678,89,214,360,18
220,171,89,430,61,30
221,755,59,47,348,39
222,978,94,187,241,0
223,559,19,238,202,37
224,610,8,422,405,76
225,787,77,74,64,43
226,394,84,214,12,5
227,936,96,195,374,57
228,877,64,396,191,9
229,391,91,3,125,71
230,888,57,367,463,57
231,147,84,223,452,24
232,591,8,323,445,93
233,199,36,363,315,69
234,9,36,81,260,78
235,162,20,50,2,9
236,614,20,30,90,62
237,81,39,285,193,97
238,572,25,44,275,4
239,701,53,116,148,42
240,837,1,307,441,71
241,572,88,5,128,38
242,689,1,456,146,3
243,538,97,339,104,77
244,910,13,400,80,41
245,904,38,420,129,89
246,727,53,66,260,26
247,762,93,296,345,76
248,876,98,179,327,95
249,329,36,65,14,17
250,827,80,139,330,21
251,432,67,15,213,60
252,888,49,452,373,14
253,926,37,175,373,9
254,29,7,62,299,54
255,543,31,460,320,56
256,857,53,146,390,22
257,973,57,429,498,87
258,291,34,115,406,18
259,355,15,488,54,84
260,737,14,26,94,57
261,865,49,361,307,85
262,899,57,172,22,40
263,936,36,271,163,62
264,341,61,421,446,72
265,405,29,261,396,28
266,597,61,488,9,98
267,946,15,244,258,65
268,828,4,167,273,95
269,458,53,218,377,81
270,455,43,386,192,1
271,388,37,219,126,29
