1,0,160,214,191,spalinowy,diesel,JUW6MJ9Q3G624K5
2,0,176,236,452,hybrydowy,benzyna,CZXWBNTRSUK73ZJ
3,0,145,194,657,hybrydowy,LPG,B4X3XE8WPPF3C4Y
4,0,251,336,489,hybrydowy,benzyna,N5ZMGNXP1CRPX9W
5,0,279,374,532,elektryczny,,ET2JGMW1WKWM906
6,0,269,360,396,elektryczny,,UYNNVRGK9K7AF1X
7,0,50,67,777,elektryczny,,08WTAIS0QIIGNJP
8,0,131,175,602,spalinowy,LPG,YPRAJ4399J6CCWL
9,0,138,185,770,elektryczny,,9JYXYR5SWJNXBBD
10,0,178,238,726,hybrydowy,benzyna,NY7M9YN2CE9GJJ2
11,0,155,207,456,elektryczny,,LXOI6KYDNLQQB9Q
12,1142,138,185,599,hybrydowy,benzyna+lpg,NG5XN02T5AVSQ8I
13,4403,129,172,708,hybrydowy,diesel,OQYYCPZUE6F4E5V
14,3667,100,134,286,spalinowy,LPG,X0YVKN2MMS9I15L
15,0,116,155,743,elektryczny,,NH5PL8AD3R0ZFU9
16,1341,170,227,229,spalinowy,benzyna,JCWDW6UL5JJ04DS
17,0,50,67,675,elektryczny,,LSWMLXVV5O6FZ65
18,0,290,388,160,elektryczny,,J10MY8V6MJ8V9HC
19,2617,288,386,374,hybrydowy,benzyna+lpg,SFAD4PM0LMQUETZ
20,0,175,234,779,spalinowy,diesel,X4FMD3OMQA7P3GY
21,4154,287,384,769,spalinowy,benzyna+lpg,MIZLUQ0YGNVYEP5
22,3612,246,329,163,spalinowy,LPG,IGYRQTLGLNSX6WV
23,2165,125,167,170,hybrydowy,benzyna+lpg,1KQFOLY88KEC6VP
24,2874,70,93,518,hybrydowy,LPG,OU82XPMSJVO4YKM
25,0,194,260,159,elektryczny,,0D6UR9486MBSHAG
26,0,201,269,463,elektryczny,,X7DVGYZ74FPFW6H
27,2435,75,100,344,hybrydowy,diesel,BGQC7VDPFCRQULR
28,2405,180,241,346,spalinowy,LPG,EYS9YDRXFI31A5G
29,0,287,384,570,elektryczny,,Q13PDNYGZPQRJUM
30,4486,282,378,754,hybrydowy,LPG,H055PX6DOWH8ADC
31,0,263,352,437,elektryczny,,PJ1GY4MB2JLPF9S
32,0,299,400,485,elektryczny,,M03MPRLGZQB9LAL
33,2374,153,205,216,hybrydowy,LPG,8HVUET2BWW28N3H
