1,403,Faktura,Karta,2021-02-16
2,607,Paragon,Przelew,2019-04-28
3,688,Faktura,Karta,2018-06-28
4,849,Faktura,Gotówka,2021-12-16
5,476,Rachunek,Karta,2020-09-12
6,636,Faktura,Karta,2022-08-22
7,996,Rachunek,Gotówka,2020-06-08
8,841,Faktura,Karta,2019-02-23
9,167,Rachunek,Gotówka,2018-10-30
10,723,Faktura,Przelew,2023-06-27
11,718,Paragon,Gotówka,2019-04-30
12,800,Faktura,Karta,2021-02-05
13,835,Faktura,Karta,2019-09-05
14,530,Faktura,Gotówka,2019-12-02
15,159,Faktura,Gotówka,2018-07-24
16,247,Faktura,Przelew,2022-03-07
17,25,Faktura,Gotówka,2019-04-11
18,582,Faktura,Gotówka,2020-09-02
19,315,Faktura,Przelew,2020-12-01
20,42,Rachunek,Przelew,2020-12-20
21,485,Faktura,Gotówka,2021-04-01
22,714,Paragon,Karta,2018-12-01
23,663,Paragon,Karta,2023-05-21
24,465,Rachunek,Przelew,2020-07-28
25,738,Paragon,Karta,2021-11-25
26,571,Rachunek,Karta,2019-01-09
27,368,Paragon,Przelew,2019-09-08
28,937,Faktura,Karta,2023-09-02
29,285,Faktura,Gotówka,2021-01-24
30,14,Rachunek,Gotówka,2019-12-31
31,261,Paragon,Karta,2018-09-03
32,74,Faktura,Karta,2023-11-15
33,296,Rachunek,Gotówka,2020-10-13
34,414,Faktura,Karta,2020-12-11
35,842,Faktura,Przelew,2018-02-20
36,744,Faktura,Gotówka,2021-01-28
37,310,Faktura,Karta,2018-08-07
38,344,Faktura,Gotówka,2022-02-05
39,613,Rachunek,Karta,2021-03-25
40,548,Paragon,Karta,2019-07-11
41,355,Paragon,Karta,2023-07-02
42,368,Faktura,Karta,2021-06-13
43,435,Faktura,Przelew,2021-11-19
44,530,Rachunek,Gotówka,2021-06-18
45,835,Faktura,Gotówka,2023-11-27
46,692,Faktura,Gotówka,2018-05-07
47,498,Paragon,Gotówka,2021-06-27
48,850,Paragon,Gotówka,2021-06-09
49,608,Rachunek,Przelew,2023-02-10
50,375,Paragon,Karta,2022-02-17
51,494,Paragon,Gotówka,2023-07-01
52,226,Paragon,Karta,2021-08-20
53,231,Paragon,Gotówka,2021-12-27
54,174,Faktura,Przelew,2020-06-12
55,479,Rachunek,Karta,2020-09-29
56,489,Rachunek,Przelew,2023-02-21
57,530,Paragon,Gotówka,2018-06-13
58,179,Rachunek,Karta,2022-02-23
59,607,Faktura,Karta,2021-04-03
60,451,Faktura,Przelew,2018-12-11
61,573,Rachunek,Karta,2021-05-26
62,854,Rachunek,Przelew,2018-02-02
63,350,Paragon,Gotówka,2021-11-23
64,497,Rachunek,Karta,2019-08-31
65,131,Faktura,Karta,2022-05-30
66,89,Rachunek,Gotówka,2022-06-20
67,655,Faktura,Przelew,2023-02-07
68,264,Paragon,Gotówka,2021-07-22
69,840,Paragon,Karta,2021-06-29
70,970,Rachunek,Karta,2019-06-30
71,891,Rachunek,Przelew,2022-11-07
72,728,Faktura,Karta,2018-09-01
73,87,Faktura,Przelew,2020-11-28
74,724,Paragon,Karta,2021-12-18
75,499,Rachunek,Gotówka,2022-07-21
76,381,Rachunek,Przelew,2021-12-13
77,363,Rachunek,Przelew,2021-08-14
78,980,Faktura,Gotówka,2020-03-25
79,992,Rachunek,Przelew,2020-03-07
80,671,Paragon,Karta,2022-09-15
81,879,Paragon,Karta,2021-07-13
82,837,Faktura,Przelew,2020-12-15
83,869,Rachunek,Karta,2023-03-01
84,835,Faktura,Gotówka,2018-12-16
85,345,Rachunek,Karta,2022-04-26
86,854,Faktura,Karta,2020-07-07
87,105,Faktura,Karta,2023-12-15
88,905,Rachunek,Przelew,2023-11-01
89,697,Paragon,Karta,2023-11-26
90,73,Faktura,Karta,2019-12-14
91,352,Rachunek,Przelew,2018-07-01
92,662,Paragon,Karta,2023-12-15
93,149,Rachunek,Gotówka,2023-11-20
94,132,Rachunek,Przelew,2018-09-23
95,297,Faktura,Karta,2018-04-16
96,763,Faktura,Przelew,2023-10-04
97,878,Rachunek,Przelew,2020-04-08
98,250,Faktura,Gotówka,2023-04-01
99,912,Rachunek,Przelew,2018-08-25
100,954,Paragon,Gotówka,2021-07-31
101,657,Paragon,Karta,2019-11-07
102,601,Rachunek,Gotówka,2023-03-15
103,307,Rachunek,Karta,2023-02-11
104,933,Rachunek,Gotówka,2020-05-28
105,41,Rachunek,Gotówka,2021-10-23
106,420,Paragon,Gotówka,2021-03-25
107,174,Paragon,Gotówka,2019-01-18
108,913,Rachunek,Przelew,2021-06-25
109,186,Faktura,Przelew,2023-08-24
110,728,Paragon,Karta,2020-10-06
111,529,Paragon,Karta,2022-08-20
112,669,Faktura,Gotówka,2023-10-30
113,998,Faktura,Przelew,2021-03-03
114,81,Paragon,Gotówka,2019-03-10
115,719,Faktura,Przelew,2022-08-05
116,605,Faktura,Przelew,2022-10-18
117,842,Faktura,Gotówka,2022-03-01
118,572,Rachunek,Karta,2022-12-03
119,376,Faktura,Przelew,2022-07-08
120,691,Rachunek,Przelew,2022-06-10
121,879,Rachunek,Przelew,2022-04-18
122,308,Rachunek,Gotówka,2022-12-03
123,829,Paragon,Karta,2021-01-19
124,251,Rachunek,Karta,2022-07-01
125,507,Paragon,Przelew,2022-01-10
126,607,Faktura,Gotówka,2021-05-19
127,952,Faktura,Przelew,2020-08-14
128,557,Faktura,Gotówka,2021-10-13
129,120,Faktura,Karta,2021-01-30
130,433,Rachunek,Gotówka,2023-04-10
131,620,Faktura,Gotówka,2023-10-05
132,509,Rachunek,Przelew,2018-11-10
133,434,Rachunek,Karta,2018-04-13
134,14,Rachunek,Karta,2018-06-15
135,887,Rachunek,Przelew,2021-12-14
136,332,Paragon,Przelew,2022-10-19
137,515,Faktura,Gotówka,2019-09-13
138,401,Paragon,Gotówka,2019-11-27
139,413,Faktura,Przelew,2020-11-03
140,534,Paragon,Gotówka,2019-10-12
141,224,Rachunek,Przelew,2020-07-06
142,658,Paragon,Przelew,2022-11-12
143,918,Faktura,Gotówka,2019-12-17
144,259,Paragon,Karta,2019-08-15
145,971,Rachunek,Karta,2021-06-07
146,530,Faktura,Karta,2018-11-03
147,405,Faktura,Gotówka,2021-02-22
148,657,Paragon,Przelew,2020-10-20
149,354,Rachunek,Karta,2021-02-27
150,991,Rachunek,Gotówka,2023-04-03
151,577,Rachunek,Gotówka,2018-01-27
152,207,Paragon,Gotówka,2023-09-14
153,564,Paragon,Karta,2020-05-23
154,252,Rachunek,Gotówka,2019-04-23
155,646,Rachunek,Gotówka,2022-10-29
156,585,Faktura,Gotówka,2022-12-24
157,993,Faktura,Gotówka,2018-06-16
158,192,Faktura,Przelew,2023-10-30
159,778,Paragon,Gotówka,2023-04-09
160,952,Faktura,Karta,2020-06-22
161,57,Rachunek,Gotówka,2021-02-11
162,484,Faktura,Gotówka,2019-09-23
163,563,Paragon,Karta,2018-07-15
164,241,Faktura,Przelew,2023-09-21
165,761,Paragon,Przelew,2022-04-05
166,527,Paragon,Gotówka,2018-01-10
167,110,Rachunek,Gotówka,2021-05-10
168,708,Paragon,Karta,2020-12-06
169,188,Rachunek,Przelew,2018-11-07
170,532,Faktura,Przelew,2022-08-07
171,247,Rachunek,Przelew,2019-04-19
172,500,Faktura,Gotówka,2022-08-13
173,14,Rachunek,Gotówka,2020-06-20
174,105,Paragon,Przelew,2022-01-26
175,46,Rachunek,Gotówka,2021-08-27
176,708,Rachunek,Gotówka,2019-08-08
177,192,Rachunek,Gotówka,2022-05-08
178,992,Rachunek,Karta,2019-05-10
179,973,Faktura,Karta,2023-07-30
180,494,Paragon,Przelew,2022-10-30
181,897,Rachunek,Przelew,2023-03-12
182,927,Paragon,Przelew,2022-12-23
183,77,Paragon,Gotówka,2020-06-10
184,195,Paragon,Przelew,2023-02-22
185,857,Faktura,Przelew,2020-08-28
186,730,Paragon,Karta,2021-10-01
187,793,Rachunek,Gotówka,2020-11-18
188,344,Faktura,Karta,2021-08-06
189,334,Paragon,Gotówka,2019-07-10
190,413,Paragon,Przelew,2022-01-15
191,392,Rachunek,Przelew,2021-07-06
192,405,Rachunek,Karta,2019-09-20
193,273,Rachunek,Przelew,2022-07-02
194,405,Faktura,Przelew,2021-07-02
195,213,Rachunek,Karta,2021-12-16
196,847,Rachunek,Karta,2020-09-20
197,312,Faktura,Karta,2022-03-25
198,150,Paragon,Gotówka,2022-06-26
199,1000,Faktura,Gotówka,2021-06-06
200,997,Rachunek,Przelew,2019-11-10
201,356,Paragon,Karta,2018-12-31
202,524,Paragon,Karta,2019-07-24
203,92,Rachunek,Przelew,2023-04-30
204,220,Paragon,Gotówka,2021-02-15
205,474,Paragon,Karta,2019-04-15
206,253,Paragon,Karta,2019-04-15
207,953,Faktura,Karta,2020-07-01
208,893,Rachunek,Karta,2019-09-02
209,204,Rachunek,Gotówka,2019-11-06
210,427,Faktura,Gotówka,2022-04-02
211,553,Faktura,Gotówka,2018-07-01
212,236,Rachunek,Gotówka,2018-04-11
213,103,Faktura,Gotówka,2019-12-02
214,45,Rachunek,Karta,2021-01-04
215,861,Faktura,Karta,2018-06-04
216,481,Paragon,Przelew,2023-05-01
217,781,Faktura,Gotówka,2022-03-03
218,644,Paragon,Karta,2023-01-04
219,112,Paragon,Karta,2022-03-21
220,665,Faktura,Gotówka,2023-01-07
221,106,Paragon,Przelew,2022-10-11
222,648,Paragon,Przelew,2022-04-11
223,256,Paragon,Przelew,2022-09-24
224,755,Paragon,Gotówka,2020-04-03
225,737,Faktura,Karta,2023-06-09
226,347,Faktura,Gotówka,2018-03-16
227,658,Paragon,Przelew,2019-11-13
228,101,Paragon,Przelew,2018-05-09
229,678,Faktura,Karta,2018-10-01
230,507,Rachunek,Przelew,2018-05-09
231,37,Paragon,Przelew,2019-10-28
232,215,Faktura,Karta,2022-08-02
233,236,Paragon,Karta,2023-04-01
234,474,Faktura,Karta,2020-10-27
235,516,Faktura,Gotówka,2021-11-13
236,485,Rachunek,Przelew,2018-10-26
237,910,Rachunek,Karta,2018-01-16
238,439,Paragon,Karta,2019-09-23
239,295,Rachunek,Przelew,2018-08-25
240,80,Rachunek,Gotówka,2019-10-02
241,400,Paragon,Przelew,2020-04-11
242,644,Paragon,Karta,2022-12-23
243,656,Rachunek,Przelew,2020-06-09
244,619,Faktura,Gotówka,2019-03-04
245,221,Faktura,Gotówka,2021-04-29
246,624,Rachunek,Gotówka,2018-04-28
247,832,Faktura,Karta,2019-02-09
248,808,Faktura,Karta,2018-03-19
249,672,Paragon,Gotówka,2018-01-28
250,516,Paragon,Karta,2023-10-21
251,362,Faktura,Gotówka,2018-06-24
252,226,Faktura,Karta,2019-12-09
253,342,Faktura,Karta,2022-09-24
254,656,Rachunek,Przelew,2018-10-09
255,452,Faktura,Karta,2018-07-07
256,691,Faktura,Gotówka,2018-04-20
257,800,Faktura,Karta,2021-09-22
258,310,Paragon,Gotówka,2020-07-29
259,603,Rachunek,Gotówka,2019-06-30
260,701,Paragon,Gotówka,2022-03-04
261,532,Faktura,Karta,2018-08-03
262,68,Paragon,Gotówka,2021-12-19
263,246,Rachunek,Przelew,2022-02-21
264,67,Rachunek,Przelew,2023-06-03
265,586,Rachunek,Karta,2021-08-04
266,860,Faktura,Karta,2019-04-13
