1,115,81
2,454,29
3,597,5
4,224,5
5,176,9
6,472,47
7,390,1
8,685,20
9,737,21
10,765,47
11,15,79
12,799,84
13,268,72
14,725,74
15,384,43
16,975,80
17,563,9
18,516,8
19,335,93
20,849,87
21,125,88
22,375,3
23,634,21
24,64,73
25,507,77
26,474,69
27,254,85
28,663,92
29,587,18
30,716,6
31,892,74
32,761,92
33,481,29
34,641,100
35,342,35
36,595,98
37,625,28
38,791,89
39,911,28
40,453,94
41,190,84
42,42,52
43,672,48
44,853,21
45,430,7
46,553,100
47,379,72
48,963,20
49,603,86
50,359,16
51,148,2
52,901,87
53,356,7
54,818,45
55,251,6
56,885,39
57,138,15
58,23,92
59,836,56
60,254,32
61,940,57
62,740,33
63,71,88
64,211,20
65,899,38
66,548,41
67,825,33
68,873,26
69,999,15
70,367,53
71,304,75
72,664,55
73,632,19
74,623,60
75,91,66
76,493,41
77,493,38
78,436,57
79,504,8
80,714,67
81,729,63
82,977,98
83,291,2
84,421,74
85,857,30
86,773,2
87,262,52
88,61,51
89,647,94
90,403,100
91,627,64
92,465,55
93,858,61
94,618,99
95,988,15
96,112,29
97,147,47
98,230,20
99,476,12
100,426,88
101,698,7
102,725,23
103,859,87
104,389,54
105,319,58
106,275,66
107,646,71
108,33,38
109,34,62
110,918,91
111,453,57
112,317,63
113,907,32
114,314,46
115,619,67
116,967,7
117,450,18
118,495,49
119,377,94
120,625,85
121,713,74
122,806,15
123,196,8
124,798,79
125,181,17
126,784,42
127,66,18
128,441,53
129,153,72
130,591,21
131,41,99
132,702,68
133,738,87
134,243,63
135,176,87
136,319,88
137,356,85
138,150,50
139,99,89
140,632,58
141,83,26
142,88,32
143,612,42
144,403,71
145,491,41
146,3,69
147,837,12
148,949,26
149,113,82
150,784,79
151,158,48
152,223,30
153,168,57
154,809,76
155,493,36
156,143,78
157,293,65
158,285,16
159,345,9
160,324,79
161,691,22
162,919,81
163,183,38
164,301,98
165,520,91
166,983,89
167,773,19
168,827,4
169,998,33
170,712,44
171,290,28
172,906,32
173,218,62
174,952,23
175,676,99
176,60,100
177,448,51
178,523,94
179,31,77
180,622,24
181,902,14
182,128,62
183,549,14
184,122,25
185,924,73
186,371,40
187,784,80
188,3,71
189,267,93
190,785,56
191,250,20
192,739,76
193,923,80
194,887,83
195,182,58
196,976,99
197,59,3
198,91,2
199,788,76
200,835,34
201,653,85
202,649,28
203,745,74
204,16,72
205,703,50
206,136,92
207,29,85
208,689,43
209,131,9
210,971,65
211,675,79
212,931,76
213,23,90
214,864,24
215,876,12
216,967,26
217,814,61
218,300,77
219,20,89
220,498,31
221,254,41
222,637,83
223,284,32
224,45,94
225,856,18
226,318,95
227,934,69
228,558,34
229,755,60
230,327,17
231,740,32
232,950,26
233,273,73
234,194,99
235,538,5
236,41,7
237,112,23
238,879,20
239,367,2
240,377,45
241,506,75
242,593,38
243,856,89
244,898,74
245,838,7
246,711,40
247,853,75
248,23,41
249,285,45
250,324,9
251,770,30
252,900,44
253,94,66
254,504,99
255,407,4
256,755,71
257,186,24
258,580,34
259,952,65
260,264,55
261,88,45
262,601,98
263,998,13
264,628,44
265,34,81
266,498,36
267,964,8
268,909,15
269,711,60
270,806,98
271,75,8
272,756,1
273,927,29
274,719,94
275,278,91
276,933,26
277,18,4
278,237,67
279,271,86
280,939,27
281,633,1
282,484,43
283,448,15
284,98,48
285,171,39
286,202,94
287,891,52
288,459,59
289,922,35
290,266,2
291,667,25
292,692,95
293,995,62
294,211,98
295,312,31
296,941,5
297,889,42
298,329,71
299,95,91
300,468,63
301,843,25
302,923,74
303,616,7
304,914,88
305,593,100
306,364,55
307,30,57
308,828,57
309,387,77
310,699,79
311,842,14
312,514,55
313,307,54
314,507,68
315,856,44
316,59,66
317,790,16
318,395,67
319,393,72
320,671,92
321,222,69
322,510,85
323,823,10
324,596,36
325,723,27
326,532,11
327,356,40
328,346,40
329,13,39
330,72,85
331,460,47
332,879,92
333,4,66
334,856,76
335,606,85
336,19,32
337,857,67
338,856,99
339,815,72
340,989,10
341,690,3
342,664,66
343,895,41
344,92,49
345,601,11
346,969,86
347,945,34
348,439,99
349,637,38
350,667,75
351,951,45
352,982,92
353,632,32
354,138,14
355,85,62
356,39,48
357,672,44
358,629,23
359,345,86
360,682,29
361,127,4
362,726,40
363,665,78
364,989,35
365,306,48
366,844,80
367,741,84
368,856,11
369,685,58
370,212,54
371,489,70
372,210,77
373,214,40
374,852,3
375,604,37
376,242,49
377,501,64
378,294,23
379,516,48
380,743,37
381,19,60
382,451,53
383,759,66
384,905,58
385,312,80
386,53,78
387,963,79
388,5,79
389,90,30
390,108,34
391,184,60
392,173,37
393,101,21
394,443,18
395,936,78
396,958,69
397,478,17
398,744,51
399,406,23
400,128,52
401,199,85
402,759,26
403,988,41
404,665,98
405,935,34
406,599,82
407,67,17
408,843,44
409,766,54
410,595,82
411,983,2
412,857,50
413,317,86
414,562,52
415,89,15
416,798,10
417,268,79
418,544,75
419,123,5
420,863,63
421,378,88
422,803,90
423,623,38
424,123,47
425,961,91
426,991,15
427,417,86
428,634,25
429,631,8
430,330,100
431,64,6
432,387,67
433,830,45
434,977,77
435,937,53
436,845,66
437,677,76
438,625,8
439,228,49
440,391,9
441,613,39
442,295,20
443,916,28
444,519,61
445,372,8
446,665,47
447,595,56
448,639,84
449,430,19
450,282,91
451,844,66
452,59,18
453,319,35
454,321,93
455,568,80
456,757,55
457,578,60
458,986,45
459,98,27
460,946,15
461,493,30
462,460,20
463,563,58
464,34,81
465,467,17
466,498,50
467,271,24
468,459,55
469,416,79
470,267,40
471,645,86
472,70,32
473,105,61
474,970,75
475,730,43
476,617,39
477,105,30
478,574,87
479,87,2
480,787,33
481,573,3
482,323,94
483,255,8
484,963,75
485,777,73
486,959,90
487,2,27
488,914,77
489,440,98
490,965,38
491,589,72
492,972,36
493,945,17
494,142,57
495,135,13
496,388,73
497,540,61
498,35,38
499,846,92
500,533,27
501,441,34
502,12,86
503,264,59
504,145,53
505,689,44
506,348,1
507,762,42
508,653,38
509,283,9
510,723,78
511,220,16
512,755,24
513,857,19
514,571,34
515,403,90
516,791,54
517,304,88
518,627,81
519,830,38
520,50,77
521,188,53
522,311,41
523,881,13
524,874,99
525,481,47
526,998,73
527,397,30
528,617,3
529,403,89
530,451,47
531,598,76
532,706,54
533,727,84
534,428,2
535,412,20
536,727,29
537,664,62
538,470,73
539,426,77
540,285,96
541,595,52
542,695,39
543,802,10
544,901,45
545,59,36
546,82,13
547,416,92
548,141,51
549,765,15
550,855,82
551,802,57
552,238,72
553,309,91
554,24,86
555,118,58
556,268,68
557,911,23
558,502,79
559,580,78
560,41,47
561,559,34
562,226,75
563,384,12
564,538,62
565,866,24
566,236,29
567,801,69
568,384,99
569,475,41
570,63,44
571,524,44
572,480,36
573,111,79
574,154,6
575,722,16
576,203,28
577,337,8
578,761,50
579,574,74
580,999,55
581,943,38
582,18,58
583,288,8
584,700,57
585,443,62
586,257,18
587,757,27
588,544,87
589,35,54
590,44,3
591,764,78
592,828,1
593,57,3
594,456,29
595,906,85
596,669,93
597,299,31
598,538,26
599,223,91
600,228,87
601,420,56
602,935,20
603,239,28
604,126,95
605,217,31
606,917,99
607,787,47
608,788,30
609,237,42
610,431,77
611,309,49
612,196,61
613,702,26
614,180,60
615,575,68
616,510,16
617,78,33
618,9,35
619,173,65
620,320,88
621,659,74
622,635,26
623,182,71
624,763,42
625,399,96
626,389,1
627,22,34
628,660,38
629,849,31
630,288,33
631,391,53
632,291,65
633,714,63
634,46,91
635,372,92
636,495,91
637,752,30
638,182,23
639,653,98
640,401,50
641,919,87
642,228,14
643,598,8
644,716,89
645,595,98
646,486,52
647,31,28
648,123,46
649,855,21
650,432,51
651,894,59
652,755,16
653,49,29
654,128,38
655,448,76
656,317,29
657,403,22
658,890,36
659,668,75
660,918,74
661,492,67
662,590,6
663,632,39
664,222,58
665,653,70
666,973,60
667,873,52
668,708,98
669,101,82
670,231,97
671,360,17
672,632,8
673,389,84
674,976,62
675,872,99
676,392,40
677,252,22
678,463,51
679,177,64
680,380,61
681,260,56
682,526,98
683,760,17
684,930,34
685,316,18
686,533,89
687,28,33
688,738,75
689,572,43
690,670,93
691,698,12
692,467,91
693,284,99
694,394,54
695,890,17
696,52,5
697,453,38
698,907,52
699,776,72
700,268,72
701,334,43
702,264,57
703,333,1
704,995,41
705,577,18
706,812,4
707,643,14
708,975,60
709,923,82
710,255,55
711,380,37
712,736,27
713,935,24
714,443,86
715,763,96
716,539,86
717,188,86
718,705,39
719,537,63
720,499,6
721,491,41
722,594,80
723,50,66
724,483,99
725,434,71
726,806,36
727,726,36
728,662,94
729,875,6
730,424,69
731,33,69
732,63,79
733,605,19
734,327,23
735,610,60
736,849,31
737,26,60
738,327,44
739,575,98
740,297,19
741,775,15
742,390,14
743,392,21
744,30,92
745,368,24
746,952,81
747,280,2
748,896,5
749,9,66
750,420,66
751,440,69
752,614,32
753,358,75
754,908,25
755,347,71
756,991,89
757,300,44
758,777,56
759,851,98
760,314,33
761,670,66
762,252,69
763,442,41
764,830,45
765,985,32
766,390,100
767,617,28
768,171,16
769,360,98
770,889,30
771,413,14
772,342,100
773,57,71
774,549,28
775,885,74
776,721,86
777,197,4
778,668,62
779,302,61
780,928,34
781,812,39
782,766,64
783,351,75
784,557,48
785,295,26
786,942,5
787,294,49
788,398,37
789,788,61
790,411,74
791,825,21
792,426,79
793,598,59
794,432,91
795,421,71
796,223,36
797,394,89
798,732,7
799,626,48
800,87,15
801,123,69
802,323,99
803,588,70
804,942,4
805,167,20
806,723,11
807,844,76
808,878,59
809,680,33
810,359,61
811,437,45
812,483,37
813,404,68
814,520,80
815,736,85
816,576,30
817,501,88
818,943,42
819,209,100
820,264,100
821,26,14
822,428,63
823,360,5
824,261,71
825,644,43
826,923,56
827,536,56
828,748,11
829,369,46
830,785,12
831,59,53
832,343,97
833,244,92
834,531,2
835,612,62
836,850,14
837,123,14
838,592,29
839,404,13
840,727,42
841,920,58
842,178,59
843,214,44
844,490,26
845,49,70
846,537,6
847,978,87
848,141,7
849,97,7
850,7,18
851,566,46
852,461,89
853,684,47
854,397,82
855,16,100
856,699,65
857,334,60
858,69,34
859,742,45
860,757,39
861,597,8
862,134,71
863,958,21
864,530,12
865,730,39
866,339,39
867,150,3
868,129,62
869,324,19
870,916,65
871,317,99
872,339,83
873,174,47
874,124,50
875,472,32
876,28,97
877,860,39
878,825,91
879,6,86
880,38,22
881,513,78
882,383,89
883,452,21
884,318,60
885,356,21
886,573,3
887,738,8
888,541,1
889,886,34
890,294,51
891,300,71
892,520,42
893,614,29
894,442,21
895,978,82
896,160,66
897,509,30
898,882,63
899,944,84
900,531,100
901,19,89
902,376,19
903,487,25
