1,1,84,25
2,2,80,
3,3,25,
4,4,13,
5,5,76,26
6,6,96,
7,7,16,
8,8,22,1
9,9,63,
10,10,39,20
11,11,75,
12,12,6,
13,13,9,24
14,14,52,
15,15,32,
16,16,5,
17,17,77,
18,18,95,
19,19,77,
20,20,44,
21,21,31,
22,22,21,
23,23,30,27
24,24,81,
25,25,39,
26,26,6,
27,27,91,
28,28,15,
29,29,5,
30,30,29,
31,31,29,
32,32,37,4
33,33,58,
34,34,54,
35,35,72,
36,36,26,
37,37,40,
38,38,41,
39,39,83,
40,40,9,28
41,41,87,
42,42,83,15
43,43,66,5
44,44,61,
45,45,28,
46,46,23,
47,47,13,29
48,48,17,
49,49,59,
50,50,77,
51,51,97,
52,52,86,
53,53,86,
54,54,72,25
55,55,42,
56,56,52,
57,57,10,27
58,58,28,25
59,59,91,17
60,60,37,4
61,61,36,
62,62,14,10
63,63,60,
64,64,41,
65,65,40,
66,66,38,
67,67,37,
68,68,22,13
69,69,84,
70,70,35,
71,71,86,
72,72,15,
73,73,83,
74,74,49,
75,75,76,
76,76,88,
77,77,51,
78,78,92,14
79,79,56,
80,80,3,5
81,81,68,
82,82,26,2
83,83,12,
84,84,91,
85,85,6,
86,86,32,
87,87,34,8
88,88,84,18
89,89,50,
90,90,12,
91,91,31,
92,92,8,22
93,93,65,18
94,94,81,
95,95,13,
96,96,24,
97,97,20,
98,98,34,
99,99,29,
100,100,14,
101,101,18,2
102,102,65,4
103,103,25,
104,104,81,
105,105,53,
106,106,77,
107,107,46,22
108,108,81,28
109,109,29,
110,110,23,
111,111,40,
112,112,56,
113,113,32,5
114,114,85,23
115,115,8,7
116,116,3,
117,117,61,
118,118,29,26
119,119,53,
120,120,6,7
121,121,91,23
122,122,83,
123,123,50,
124,124,19,12
125,125,66,
126,126,31,
127,127,38,
128,128,33,
129,129,95,
130,130,57,28
131,131,69,
132,132,57,4
133,133,3,18
134,134,86,
135,135,13,11
136,136,53,15
137,137,1,
138,138,7,
139,139,92,
140,140,94,
141,141,95,1
142,142,97,24
143,143,91,
144,144,40,
145,145,71,
146,146,32,
147,147,97,
148,148,52,
149,149,47,
150,150,2,3
151,151,73,
152,152,69,27
153,153,33,9
154,154,79,8
155,155,10,
156,156,5,
157,157,58,
158,158,54,
159,159,96,
160,160,29,
161,161,97,
162,162,31,
163,163,69,
164,164,63,
165,165,61,25
166,166,87,
167,167,28,4
168,168,23,
169,169,24,6
170,170,95,
171,171,53,
172,172,36,
173,173,25,15
174,174,95,
175,175,7,
176,176,92,
177,177,24,2
178,178,62,
179,179,9,
180,180,83,
181,181,30,
182,182,77,3
183,183,40,12
184,184,18,
185,185,95,4
186,186,96,
187,187,22,25
188,188,12,1
189,189,26,29
190,190,72,
191,191,46,11
192,192,87,
193,193,17,22
194,194,38,8
195,195,58,
196,196,71,
197,197,43,24
198,198,87,21
199,199,52,
200,200,48,
201,201,61,
202,202,89,
203,203,91,
204,204,48,23
205,205,67,23
206,206,14,
207,207,66,
208,208,9,18
209,209,40,3
210,210,95,
211,211,47,28
212,212,85,25
213,213,23,24
214,214,34,
215,215,19,19
216,216,78,
217,217,44,
218,218,36,12
219,219,23,
220,220,87,
221,221,14,
222,222,76,29
223,223,25,
224,224,42,
225,225,42,
226,226,22,
227,227,42,
228,228,30,17
229,229,2,24
230,230,6,
231,231,30,
232,232,89,
233,233,80,
234,234,2,14
235,235,64,
236,236,16,
237,237,67,11
238,238,89,
239,239,28,
240,240,73,2
241,241,5,22
242,242,66,
243,243,51,
244,244,53,18
245,245,28,
246,246,86,
247,247,85,
248,248,53,
249,249,81,
250,250,56,
251,251,85,6
252,252,85,
253,253,22,
254,254,98,4
255,255,34,20
256,256,31,20
257,257,31,22
258,258,80,14
259,259,11,22
260,260,80,
261,261,55,
262,262,1,12
263,263,12,
264,264,87,29
265,265,50,
266,266,85,
267,267,46,26
268,268,79,
269,269,64,5
270,270,78,10
271,271,26,
272,272,57,
273,273,22,
274,274,47,
275,275,34,11
276,276,76,
277,277,50,14
278,278,40,
279,279,87,
280,280,57,
281,281,21,
282,282,72,
283,283,35,
284,284,64,
285,285,93,
286,286,88,30
287,287,36,25
288,288,57,
289,289,2,
290,290,77,
291,291,80,
292,292,27,13
293,293,26,
294,294,65,
295,295,55,15
296,296,89,23
297,297,65,
298,298,88,
299,299,55,
300,300,66,
301,301,14,
302,302,39,
303,303,36,
304,304,33,
305,305,54,
306,306,68,
307,307,69,2
308,308,3,
309,309,9,9
310,310,40,12
311,311,38,
312,312,92,17
313,313,90,
314,314,87,
315,315,91,
316,316,63,
317,317,67,
318,318,74,22
319,319,46,
320,320,19,
321,321,68,
322,322,53,
323,323,82,21
324,324,10,
325,325,85,
326,326,17,17
327,327,29,
328,328,69,
329,329,20,
330,330,19,26
331,331,81,
332,332,45,24
333,333,40,
334,334,13,
335,335,38,
336,336,14,
337,337,91,
338,338,44,
339,339,41,
340,340,37,
341,341,42,
342,342,29,28
343,343,83,
344,344,69,
345,345,49,
346,346,58,
347,347,61,
348,348,97,
349,349,95,6
350,350,13,
351,351,57,
352,352,38,
353,353,95,
354,354,68,21
355,355,85,
356,356,47,
357,357,55,
358,358,50,1
359,359,2,
360,360,47,
361,361,99,28
362,362,46,
363,363,28,
364,364,67,
365,365,96,1
366,366,35,
367,367,80,
368,368,98,
369,369,16,10
370,370,83,
371,371,45,
372,372,13,
373,373,26,
374,374,67,
375,375,60,
376,376,45,
377,377,86,
378,378,76,
379,379,14,
380,380,67,
381,381,23,14
382,382,81,
383,383,32,
384,384,20,
385,385,4,
386,386,21,2
387,387,23,
388,388,52,
389,389,25,9
390,390,78,
391,391,93,
392,392,37,
393,393,55,
394,394,92,26
395,395,78,
396,396,13,30
397,397,30,
398,398,8,
399,399,52,
400,400,29,
401,401,74,13
402,402,71,
403,403,51,
404,404,89,
405,405,94,
406,406,98,7
407,407,51,
408,408,98,
409,409,25,
410,410,74,
411,411,71,29
412,412,14,23
413,413,92,24
414,414,83,
415,415,80,
416,416,80,
417,417,94,
418,418,56,6
419,419,39,
420,420,27,
421,421,71,
422,422,17,
423,423,86,
424,424,90,17
425,425,63,26
426,426,96,
427,427,88,
428,428,19,
429,429,70,7
430,430,27,
431,431,48,
432,432,18,30
433,433,100,
434,434,65,4
435,435,23,23
436,436,94,
437,437,20,
438,438,18,
439,439,44,18
440,440,55,
441,441,92,
442,442,95,
443,443,43,
444,444,47,
445,445,19,
446,446,6,
447,447,53,
448,448,17,
449,449,26,
450,450,31,
451,451,17,
452,452,77,
453,453,80,
454,454,78,
455,455,23,
456,456,21,
457,457,46,29
458,458,53,
459,459,78,
460,460,68,
461,461,100,
462,462,35,
463,463,74,
464,464,82,
465,465,70,
466,466,48,8
467,467,66,
468,468,1,22
469,469,87,8
470,470,43,
471,471,85,15
472,472,62,
473,473,93,8
474,474,90,21
475,475,74,
476,476,99,
477,477,30,
478,478,42,5
479,479,26,24
480,480,70,
481,481,34,12
482,482,44,
483,483,1,
484,484,96,
485,485,17,24
486,486,7,22
487,487,58,8
488,488,47,
489,489,28,28
490,490,90,16
491,491,4,3
492,492,4,
493,493,18,
494,494,40,
495,495,99,
496,496,59,
497,497,68,7
498,498,2,
499,499,54,8
500,500,47,
501,501,84,
502,502,51,
503,503,32,
504,504,87,
505,505,85,
506,506,65,
507,507,50,18
508,508,12,29
509,509,19,30
510,510,7,
511,511,16,11
512,512,48,
513,513,46,11
514,514,96,
515,515,14,
516,516,91,
517,517,92,18
518,518,48,9
519,519,68,
520,520,7,25
521,521,43,
522,522,4,
523,523,29,
524,524,72,
525,525,20,1
526,526,79,
527,527,56,30
528,528,48,
529,529,24,1
530,530,65,17
531,531,68,
532,532,48,
533,533,87,8
534,534,41,
535,535,54,2
536,536,3,
537,537,15,13
538,538,34,
539,539,41,
540,540,72,
541,541,42,
542,542,30,
543,543,42,
544,544,88,5
545,545,70,7
546,546,18,
547,547,78,28
548,548,77,
549,549,55,
550,550,64,1
551,551,79,
552,552,33,
553,553,73,3
554,554,63,3
555,555,90,
556,556,71,
557,557,42,
558,558,28,
559,559,34,
560,560,44,
561,561,23,
562,562,99,
563,563,75,25
564,564,8,
565,565,53,
566,566,73,
567,567,64,
568,568,67,
569,569,57,
570,570,17,
571,571,39,
572,572,59,6
573,573,67,
574,574,19,11
575,575,34,
576,576,72,
577,577,39,15
578,578,63,
579,579,75,
580,580,57,
581,581,16,
582,582,91,11
583,583,19,
584,584,61,
585,585,61,
586,586,72,13
587,587,56,
588,588,9,
589,589,41,
590,590,38,
591,591,9,15
592,592,3,
593,593,69,
594,594,16,
595,595,30,26
596,596,21,
597,597,59,6
598,598,37,3
599,599,68,
600,600,58,29
601,601,6,
602,602,80,
603,603,25,
604,604,35,
605,605,43,
606,606,8,
607,607,10,
608,608,67,
609,609,74,
610,610,55,
611,611,69,
612,612,88,
613,613,15,
614,614,98,5
615,615,72,
616,616,86,
617,617,93,15
618,618,54,17
619,619,15,
620,620,1,
621,621,50,
622,622,79,
623,623,68,
624,624,87,
625,625,27,28
626,626,59,
627,627,68,
628,628,76,25
629,629,1,
630,630,90,
631,631,76,
632,632,48,
633,633,52,
634,634,63,
635,635,51,27
636,636,57,
637,637,28,
638,638,60,
639,639,94,
640,640,63,
641,641,27,
642,642,8,
643,643,63,
644,644,16,
645,645,56,
646,646,4,
647,647,57,18
648,648,13,
649,649,9,
650,650,17,
651,651,56,
652,652,61,
653,653,84,
654,654,33,
655,655,25,
656,656,40,
657,657,67,
658,658,51,8
659,659,53,16
660,660,53,23
661,661,42,
662,662,26,11
663,663,79,
664,664,10,
665,665,13,
666,666,31,8
667,667,73,
668,668,3,5
669,669,63,
670,670,83,29
671,671,2,
672,672,53,17
673,673,37,11
674,674,99,
675,675,65,14
676,676,100,
677,677,71,
678,678,54,
679,679,66,
680,680,65,
681,681,2,
682,682,80,23
683,683,79,
684,684,56,
685,685,10,7
686,686,22,
687,687,37,
688,688,38,
689,689,45,
690,690,22,
691,691,60,
692,692,27,11
693,693,15,
694,694,73,8
695,695,9,2
696,696,49,
697,697,24,
698,698,3,7
699,699,62,
700,700,70,9
701,701,71,6
702,702,95,
703,703,85,
704,704,15,23
705,705,14,24
706,706,73,14
707,707,43,
708,708,23,13
709,709,5,13
710,710,1,
711,711,41,
712,712,13,10
713,713,29,
714,714,36,16
715,715,83,11
716,716,85,
717,717,23,
718,718,17,
719,719,69,
720,720,82,
721,721,70,23
722,722,21,16
723,723,27,5
724,724,88,
725,725,45,
726,726,15,
727,727,78,
728,728,59,10
729,729,14,
730,730,94,26
731,731,86,
732,732,43,14
733,733,63,26
734,734,93,6
735,735,71,
736,736,39,
737,737,17,
738,738,93,
739,739,19,
740,740,97,
741,741,72,
742,742,75,
743,743,57,
744,744,58,5
745,745,89,
746,746,65,
747,747,68,
748,748,100,
749,749,53,1
750,750,42,8
751,751,32,29
752,752,36,
753,753,70,
754,754,15,
755,755,61,
756,756,9,
757,757,78,
758,758,98,
759,759,99,
760,760,49,
761,761,98,26
762,762,29,4
763,763,5,
764,764,15,
765,765,7,
766,766,44,
767,767,46,
768,768,57,
769,769,62,
770,770,91,
771,771,38,
772,772,70,
773,773,96,
774,774,97,
775,775,15,6
776,776,3,
777,777,63,
778,778,3,
779,779,87,
780,780,18,
781,781,61,
782,782,35,
783,783,93,
784,784,69,
785,785,17,
786,786,36,
787,787,99,
788,788,55,
789,789,91,26
790,790,48,20
791,791,24,
792,792,33,5
793,793,93,
794,794,14,
795,795,92,
796,796,48,
797,797,79,5
798,798,22,18
799,799,16,
800,800,54,
801,801,17,
802,802,98,
803,803,3,
804,804,78,
805,805,67,
806,806,81,
807,807,22,8
808,808,61,22
809,809,71,
810,810,52,
811,811,98,26
812,812,78,
813,813,1,
814,814,68,
815,815,37,29
816,816,65,
817,817,12,
818,818,20,
819,819,12,
820,820,36,6
821,821,94,
822,822,47,
823,823,12,
824,824,10,
825,825,57,
826,826,69,11
827,827,76,
828,828,24,
829,829,98,
830,830,90,
831,831,16,16
832,832,11,
833,833,36,23
834,834,97,
835,835,32,
836,836,46,17
837,837,48,
838,838,1,
839,839,19,
840,840,39,17
841,841,8,
842,842,38,29
843,843,69,
844,844,57,6
845,845,76,17
846,846,69,
847,847,83,6
848,848,48,
849,849,13,
850,850,74,
851,851,46,15
852,852,18,
853,853,73,
854,854,18,
855,855,19,
856,856,66,
857,857,81,26
858,858,50,
859,859,7,
860,860,9,
861,861,84,
862,862,65,26
863,863,64,
864,864,2,
865,865,52,6
866,866,71,5
867,867,79,
868,868,67,15
869,869,18,
870,870,17,28
871,871,32,
872,872,100,29
873,873,3,
874,874,26,
875,875,1,5
876,876,2,
877,877,75,
878,878,97,
879,879,63,12
880,880,100,6
881,881,18,
882,882,96,
883,883,51,2
884,884,28,
885,885,85,
886,886,100,
887,887,41,
888,888,17,2
889,889,80,
890,890,11,
891,891,18,
892,892,54,
893,893,14,5
894,894,67,
895,895,48,
896,896,91,
897,897,61,
898,898,70,
899,899,47,13
900,900,95,
901,901,17,
902,902,7,
903,903,12,
904,904,5,
905,905,47,
906,906,18,3
