1,61,938
2,38,954
3,388,532
4,498,174
5,175,454
6,5,572
7,244,11
8,289,539
9,343,93
10,122,511
11,119,201
12,14,541
13,490,662
14,238,181
15,404,67
16,87,137
17,232,665
18,166,701
19,499,679
20,304,968
21,405,669
22,329,530
23,452,836
24,151,966
25,228,292
26,233,586
27,224,509
28,136,60
29,331,146
30,118,1000
31,359,202
32,57,743
33,372,25
34,350,338
35,136,119
36,187,271
37,422,807
38,230,939
39,205,643
40,303,425
41,110,366
42,148,561
43,424,770
44,66,525
45,398,899
46,11,753
47,350,476
48,134,225
49,154,656
50,290,774
51,112,572
52,411,20
53,378,139
54,13,542
55,389,801
56,407,859
57,277,181
58,163,510
59,34,889
60,18,616
61,273,35
62,398,656
63,386,753
64,382,190
65,177,184
66,110,404
67,318,590
68,440,406
69,85,689
70,66,796
71,402,975
72,357,773
73,142,583
74,193,838
75,254,64
76,10,804
77,499,185
78,147,334
79,323,33
80,28,270
81,5,680
82,53,954
83,423,93
84,277,182
85,284,161
86,201,492
87,220,427
88,286,695
89,116,638
90,276,364
91,257,401
92,263,353
93,281,661
94,477,819
95,255,844
96,110,123
97,94,663
98,449,96
99,138,65
100,396,587
101,374,475
102,313,367
103,129,23
104,98,408
105,235,321
106,298,77
107,294,530
108,1,17
109,482,991
110,230,14
111,360,850
112,130,427
113,329,639
114,12,608
115,291,322
116,3,654
117,220,535
118,456,797
119,231,458
120,396,488
121,499,128
122,72,844
123,465,221
124,451,337
125,198,687
126,96,232
127,161,779
128,61,886
129,58,791
130,79,975
131,450,512
132,347,439
133,113,693
134,228,29
135,366,723
136,58,537
137,337,234
138,190,703
139,111,768
140,43,116
141,149,709
142,424,960
143,154,191
144,415,229
145,287,287
146,106,256
147,32,651
148,340,253
149,237,749
150,154,487
151,24,948
152,426,872
153,336,801
154,435,798
155,419,837
156,11,712
157,252,697
158,378,559
159,220,247
160,172,440
161,186,511
162,132,448
163,460,819
164,201,737
165,8,719
166,377,469
167,171,92
168,117,680
169,13,668
170,177,218
171,121,691
172,24,973
173,386,276
174,45,261
175,478,169
176,279,62
177,154,295
178,355,962
179,275,161
180,352,714
181,467,836
182,359,212
183,118,411
184,215,95
185,79,891
186,402,923
187,494,426
188,22,540
189,324,52
190,331,777
191,164,550
192,225,895
193,216,919
194,53,844
195,255,187
196,251,105
197,385,546
198,214,63
199,222,297
200,307,45
201,442,511
202,219,280
203,392,434
204,180,77
205,32,82
206,294,619
207,255,815
208,430,997
209,90,183
210,431,14
211,298,11
212,291,85
213,194,514
214,448,540
215,150,438
216,487,251
217,402,782
218,356,298
219,450,475
220,412,503
221,408,103
222,311,12
223,342,914
224,390,445
225,194,263
226,241,337
227,40,271
228,172,87
229,219,853
230,111,35
231,114,122
232,277,457
233,456,105
234,393,160
235,341,909
236,400,763
237,240,833
238,450,588
239,25,473
240,265,650
241,140,88
242,122,13
243,499,745
244,257,335
245,15,122
246,447,117
247,138,237
248,46,126
249,27,936
250,297,923
251,359,160
252,29,128
253,82,978
254,327,314
255,485,643
256,486,202
257,395,336
258,140,953
259,169,272
260,220,308
261,66,864
262,18,226
263,291,967
264,290,587
265,235,876
266,390,515
267,303,716
268,187,55
269,80,153
270,482,103
271,445,175
272,491,557
273,427,833
274,137,942
275,157,291
276,199,278
277,249,73
278,271,745
279,220,400
280,349,583
281,93,507
282,110,575
283,17,970
284,34,95
285,341,725
286,2,275
287,441,423
288,450,892
289,132,385
290,114,171
291,80,76
292,71,775
293,135,724
294,41,626
295,81,385
296,495,491
297,344,631
298,286,615
299,426,72
300,429,521
301,438,744
302,168,253
303,54,34
304,4,407
305,31,18
306,227,937
307,169,730
308,484,116
309,492,472
