1,0,215,288,393,elektryczny,,VA9GBZQVYFVAG9A
2,0,126,168,202,hybrydowy,diesel,AKHK5GSZG3VD7M9
3,0,278,372,732,hybrydowy,benzyna,0LFGX8FRGHWF7M2
4,0,288,386,187,spalinowy,benzyna,9D8TZK2G4Z2IV1G
5,0,106,142,634,hybrydowy,benzyna+lpg,HF6MA546PCNP2K3
6,0,207,277,564,elektryczny,,VCWU65790CF0B38
7,0,91,122,511,elektryczny,,FU76JI60MO1Z6EV
8,0,172,230,533,hybrydowy,benzyna,TSY1TBEJOXF86NB
9,0,82,109,663,hybrydowy,benzyna+lpg,NTFITMDLBDAY0CD
10,0,194,260,247,spalinowy,benzyna,E2YOE3XARG661VN
11,0,166,222,656,elektryczny,,17STFZR31K2AKB1
12,4252,119,159,495,hybrydowy,diesel,BB7V8519BB9TS8O
13,1383,270,362,533,hybrydowy,diesel,MJUIEE7XK2YFKAJ
14,4069,115,154,687,hybrydowy,benzyna+lpg,6UFUO76WI86AE3T
15,1929,73,97,729,hybrydowy,diesel,4TBB71WSEFNUUMT
16,1503,147,197,160,spalinowy,LPG,SSPX6O1AS4SXUNV
17,0,180,241,392,elektryczny,,GV9KORZU9R99G4V
18,960,122,163,153,spalinowy,benzyna+lpg,L4SCYQZSVUMB1JS
19,2151,189,253,188,hybrydowy,benzyna,WPKNA7UYTPJYX1D
20,0,98,131,193,hybrydowy,benzyna,90PSKPC7TRZO35O
21,0,291,390,449,elektryczny,,5D05LANRWEI3KZC
22,2304,150,201,316,hybrydowy,LPG,MLONMA06LOSUNQO
23,0,145,194,663,elektryczny,,Y8811KP8HER74AV
24,0,157,210,705,elektryczny,,9L8VSP8R4RBS9UU
25,0,71,95,380,elektryczny,,RAT34S8VZH0G6OM
26,2304,278,372,226,hybrydowy,diesel,USI7MIYHDXPLX34
27,0,231,309,689,elektryczny,,82TM73DPKP8DY2K
28,1430,191,256,326,hybrydowy,benzyna,Q1MST43LYEECQR6
29,956,223,299,334,spalinowy,diesel,U5LLZ4CNX3JT8O1
30,1149,114,152,205,spalinowy,diesel,T0JRSJ1SA0IP7IT
31,0,265,355,790,elektryczny,,PMS6G9VBR8QL5SE
32,2420,95,127,491,spalinowy,LPG,CYFL9FUG2EFWZKO
33,4209,249,333,630,hybrydowy,diesel,J4MEFA259FK15ZT
34,0,195,261,493,elektryczny,,6MDG8972PCP1O2M
35,1377,232,311,573,hybrydowy,benzyna,QW77A76ZI3DKZ28
36,4418,90,120,511,hybrydowy,benzyna,SEQINHRMR8PLSRB
37,0,95,127,495,elektryczny,,K05CLBWUBTSBD9C
38,0,195,261,594,elektryczny,,M7D26TT5DEHXDCV
39,3687,138,185,404,hybrydowy,benzyna+lpg,4OXY3U62K44RC0R
40,0,287,384,341,spalinowy,diesel,FY3HLCCXI21O8LZ
41,2739,98,131,706,hybrydowy,LPG,UMR284POG3CC51N
42,0,288,386,241,elektryczny,,LPGKQ32JEOUC7JH
43,0,164,219,489,elektryczny,,BGNQSHJCTUGGX6N
44,0,282,378,154,elektryczny,,6S71KK4STHSK1SN
45,1935,206,276,723,spalinowy,benzyna+lpg,ZD2B026PX1AGM3R
46,3101,51,68,277,spalinowy,diesel,V1K7XZWDSNDU373
47,0,141,189,307,elektryczny,,I4DCFIF4II7OLR9
48,0,225,301,191,elektryczny,,AGVF2OGO1V27SP9
49,3926,294,394,441,spalinowy,LPG,PIEUV10GIELWY3L
50,0,87,116,628,elektryczny,,Z8C7RI9GC26NRU6
51,2456,256,343,512,hybrydowy,benzyna,Y8M1N5W2I6QAT42
52,0,93,124,682,elektryczny,,MDU1MVQQ3AEJJZG
53,1597,226,303,511,spalinowy,LPG,B5CRLXP59W5VRXX
54,2907,71,95,751,spalinowy,benzyna+lpg,9K0LPWU0OMOYSAQ
55,0,89,119,261,elektryczny,,0RH55E6FLDI0T3L
56,3114,92,123,590,hybrydowy,diesel,6729SG08RRFRDQM
57,0,249,333,180,elektryczny,,3WIYIGTV1WQZPX9
58,2971,69,92,707,spalinowy,LPG,AOBI0A7USMK1FZY
59,4255,196,262,566,hybrydowy,LPG,38CQTJUNF3NXS4N
60,0,72,96,216,hybrydowy,diesel,D25JNM1EMSUKFEQ
61,2407,150,201,621,hybrydowy,benzyna+lpg,0C19R63KECFYSAQ
62,1523,242,324,539,spalinowy,diesel,XHLXLEWQTOR7A5M
63,1481,296,396,749,hybrydowy,diesel,WJJNMXP1VYWD2AN
64,2346,298,399,595,hybrydowy,benzyna+lpg,YF53N81UJ7ZS04Z
65,2845,264,354,529,spalinowy,benzyna,Q2YVDC637232YJ6
66,1189,150,201,643,spalinowy,benzyna,5IQB268BSWS4593
67,1252,222,297,280,spalinowy,benzyna+lpg,RPS59MC3V1X088L
68,1507,54,72,784,hybrydowy,benzyna+lpg,8HS4TRAK1VUCE15
69,1901,83,111,180,hybrydowy,benzyna,E6TTH7GYXGP9VGI
70,2972,243,325,765,hybrydowy,benzyna+lpg,WKSBJNKA6AFELUF
71,0,53,71,582,elektryczny,,ZBL1Q9TQFC1M2BM
72,3676,280,375,446,spalinowy,benzyna,17E27WLL1UKL0AJ
73,1031,296,396,367,spalinowy,LPG,3DDYQSO3VCLBQF9
74,1489,124,166,217,hybrydowy,benzyna+lpg,WRRJP4UNXO5ZXL3
75,2798,300,402,382,hybrydowy,LPG,4S9RSNMB1BCT75T
76,2621,86,115,793,hybrydowy,benzyna+lpg,BPO956LU2UNTDIV
77,0,218,292,415,elektryczny,,TIFS35OC72QCGB1
78,3411,174,233,286,spalinowy,diesel,ZDBDIJ3EB1L34PK
79,2938,182,244,455,spalinowy,benzyna,X9RA0WCWLAPXMK9
80,0,142,190,708,spalinowy,benzyna+lpg,XFKNAL30XNDQIRP
81,0,80,107,535,elektryczny,,QHGIFOS2XTJHJIV
82,3314,188,252,662,hybrydowy,benzyna,QNAAPPCDCT2FGT0
83,0,63,84,453,elektryczny,,S53JGAS3RSF0JNB
84,0,243,325,697,elektryczny,,DABR4X5YV60RP2S
85,0,211,282,576,elektryczny,,RTEGSM813FV03AS
86,2511,80,107,468,hybrydowy,benzyna+lpg,PRMVRZF7OR9OVW7
87,0,298,399,656,elektryczny,,N5MN7N7IUP39HZ1
88,0,56,75,533,elektryczny,,BW2Z774ZEH9OR1V
89,1605,247,331,476,hybrydowy,LPG,G0T4C0UP91O0020
90,0,125,167,520,elektryczny,,VENK44B78PP9OGT
91,2005,288,386,306,spalinowy,LPG,YDD1FRXAAJBP8WW
92,4344,109,146,337,spalinowy,benzyna,7RW9WBCEVXCSAFX
93,2616,101,135,450,spalinowy,benzyna+lpg,HQ021OKQPB2Q6UK
94,0,167,223,461,elektryczny,,IVD1TVGLDMTOJOY
95,3612,76,101,625,spalinowy,LPG,SYCDSYZI08X6J65
96,1941,58,77,460,hybrydowy,diesel,J5CRQZMYDZ7EZ9V
97,0,225,301,430,elektryczny,,LR4QS4J89BRHJ9F
98,3346,60,80,210,hybrydowy,diesel,2XVB11QT9TL1DBR
99,1482,93,124,539,spalinowy,LPG,NR2T4PW3YFWOH5G
100,0,75,100,570,elektryczny,,GEIGYDVBNNBCZ9Y
